lat,lon,name,operator,opening_hours,,prixDiesel,prixDieselExcellium,prixEssence95,prixEssence98,prixLPG,derniereModification,url
49.7154703,16.2556665,Shell,,,,,,,,,,https://www.mbenzin.cz/
49.9342165,17.9160787,Shell,,,,,,,,,,https://www.mbenzin.cz/
50.3238606,13.5696027,Silmet Žatec,SILMET Příbram a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
50.3560671,13.7802202,Shell,,,,,,,,,,https://www.mbenzin.cz/
48.9065022,16.7833694,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.1834134,16.6714543,"Benzina - Brno, Slatina","Unipetrol RPA, s.r.o. – Benzina",24/7,,,,,,,,https://www.mbenzin.cz/
49.6988579,13.4236781,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-24:00,,,,,,,,https://www.mbenzin.cz/
49.7089441,12.7813507,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7440891,13.6088974,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.3166438,12.9454756,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0053897,14.5748209,Makro,Makro,Mo-Sa 06:00-22:00;Su 07:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8725174,14.8886970,,,,,,,,,,,https://www.mbenzin.cz/
50.5028054,14.1456279,,,,,,,,,,,https://www.mbenzin.cz/
49.9760449,12.8571710,RMV,,"Mo-Fr 05:30-21:00; Sa,Su,PH 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
49.4753417,15.0140770,,,,,,,,,,,https://www.mbenzin.cz/
49.1982882,14.2115363,Benzina,,,,,,,,,,https://www.mbenzin.cz/
49.2000050,14.2096435,MOL Protivín,"MOL Česká republika, s.r.o.",06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.2496312,18.0008506,MOL Valašská Polanka,"MOL Česká republika, s.r.o.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.1191810,14.5552184,RoBiN OIL V. radiála,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.0336860,14.4416462,OMV,"OMV Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.6385466,16.2198507,,,,,,,,,,,https://www.mbenzin.cz/
49.9969770,14.6477938,Profi Auto CZ,,,,,,,,,,https://www.mbenzin.cz/
49.3290017,18.0014687,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.3164774,17.9748170,Unicorn,Unicorn,,,,,,,,,https://www.mbenzin.cz/
49.9586990,14.5280970,"MOL, Jesenice u Prahy","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.7077771,13.2260452,"E.ON Energie, a.s.","E.ON Energie, a.s.",,,,,,,,,https://www.mbenzin.cz/
50.0776060,14.5106067,TVAJA CNG,TVAJA CNG s.r.o.,,,,,,,,,https://www.mbenzin.cz/
50.0557542,14.4627080,,"Pražská plynárenská, a.s.",,,,,,,,,https://www.mbenzin.cz/
49.6750027,18.3885006,"MOL, Dobrá","MOL Česká republika, s.r.o.",Mo-Sa 05:00-22:00; Su 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.8434807,13.8855534,CS Point,JT Invest Group s.r.o.,05:30-21:30,,,,,,,,https://www.mbenzin.cz/
49.4737985,14.0711957,POLARI,"Polari, spol. s r.o.",,,,,,,,,https://www.mbenzin.cz/
50.0658331,14.5489282,DB9,,"Mo-Fr 06:00-21:00; Sa,Su 08:00-20:00",,,,,,,,https://www.mbenzin.cz/
49.8095436,18.2548813,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.8433998,18.2792588,CNG,"innogy Energo, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.3863146,15.6007103,CNG,"Dopravní podnik města Jihlavy, a.s.",,,,,,,,,https://www.mbenzin.cz/
49.8707479,13.8942844,Bonett,Bonett Group,24/7,,,,,,,,https://www.mbenzin.cz/
50.5080693,14.1472347,,Autoexpert spol. s r.o.,,,,,,,,,https://www.mbenzin.cz/
50.0403037,14.4681910,OMV,OMV,24/7,,,,,,,,https://www.mbenzin.cz/
50.0594159,15.7496773,Globus,"Globus ČR, v.o.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.0631748,14.5318750,,"TRANSCENTRUM, a.s.",24/7,,,,,,,,https://www.mbenzin.cz/
49.7690236,14.6768330,CNG,CNG PORT BENE s.r.o.,,,,,,,,,https://www.mbenzin.cz/
48.8291607,16.8584651,KM - Prona,KM - Prona Trading,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0099753,14.4708398,Silmet Praha-Libuš,SILMET Příbram a.s.,Mo-Fr 05:00-22:00; Sa-Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.2054923,17.5168429,LPG,,,,,,,,,,https://www.mbenzin.cz/
49.5609771,17.2627712,Amigo,Sally Truck s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.3420872,17.9933527,EuroOil Vsetín,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
48.8560497,16.4878038,Zaris,Zaris,"Mo-Fr 06:00-20:00; Sa,Su,PH 07:00-20:00",,,,,,,,https://www.mbenzin.cz/
50.3870911,13.5415103,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
48.7789030,16.9015219,A+S,Zaris,24/7,,,,,,,,https://www.mbenzin.cz/
49.5369087,14.0812273,OMV,OMV,Mo-Su 05:30-20:00,,,,,,,,https://www.mbenzin.cz/
49.3289999,18.0012479,Z-Group,Z-Group a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
49.3518363,17.9727899,Gemini Petrol,Gemini Petrol s.r.o.,,,,,,,,,https://www.mbenzin.cz/
49.7735507,16.8211313,Gold Studená Loučka,LUGO plus s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.7144358,16.2566519,Orlen,,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.6607982,18.3551230,DELO,ZDENĚK STRATIL,,,,,,,,,https://www.mbenzin.cz/
50.2397009,15.5054487,,,,,,,,,,,https://www.mbenzin.cz/
50.2530377,12.5610286,Tavi Oil,,Mo-Fr 05:00-22:00; Sa-Su 07:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7094411,18.0420902,Tank Ono,Tank Ono,24/7,,,,,,,,https://www.mbenzin.cz/
49.6046760,18.1473156,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.3617889,14.7929221,"KM-Prona, Bezno","KM - PRONA, a.s.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.4050641,14.8937334,"KM-Prona, Mladá Boleslav","KM - PRONA, a.s.","Mo-Fr 06:00-22:00; Sa,Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
49.7007725,18.2209226,Vena-Trade Brušperk,"VENA-TRADE, s.r.o.",Mo-Fr 06:00-19:00; Sa 08:00-15:00; Su off,,,,,,,,https://www.mbenzin.cz/
50.0807739,14.5122413,Amodo,Amodo s.r.o.,Mo-Fr 06:00-20:00; Sa-Su 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.9470164,14.6532653,"KM-Prona, Strančice","KM - PRONA, a.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.4581869,16.1855567,KM-Prona,"KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.6931033,15.7469539,"KM-Prona, Pec pod Sněžkou","KM - PRONA, a.s.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.7001520,14.7857367,"KM-Prona, Stráž pod Ralskem","KM - PRONA, a.s.","Mo-Fr 06:00-19:00; Sa,Su 07:00-19:00",,,,,,,,https://www.mbenzin.cz/
49.1876018,14.8454414,"KM-Prona, Kardašova Řečice","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.2000886,15.2951746,"KM-Prona, Městec Králové","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.3948251,14.1237101,"KM-Prona, Budyně nad Ohří","KM - PRONA, a.s.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.4353734,15.7970207,"KM-Prona, Dvůr Králové nad Labem","KM - PRONA, a.s.",06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.6753217,14.5174217,"KM-Prona, Česká Lípa - Dubice","KM - PRONA, a.s.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.6819022,14.5642124,"KM-Prona, Česká Lípa - Liberecká ulice","KM - PRONA, a.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.7684233,14.5365650,"KM-Prona, Nový Bor, Okrouhlá","KM - PRONA, a.s.",06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4406027,15.5821910,EuroOil Lázně Bělohrad,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.7565039,15.0518369,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.8291323,17.5348031,RoBiN OIL Dvorce,RoBiN OIL s.r.o.,May-Sep 06:00-22:00; Oct-Apr 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.5178011,14.1374300,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
50.4811241,14.0813300,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.2178685,12.1766915,Free1 GAS Aš II,TOP TANK s.r.o.,6:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.1006779,12.3858364,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.4599498,13.4032744,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.0470150,15.7658263,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
50.4804548,14.0843243,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
50.4836399,13.4370942,,,,,,,,,,,https://www.mbenzin.cz/
48.9807340,14.5015231,EuroOil České Budějovice,"Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8041108,18.2871529,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
49.1533277,16.3497647,,,"Mo-Fr 06:30-19:00; Sa,Su 07:00-19:00",,,,,,,,https://www.mbenzin.cz/
50.5389277,15.3656250,Kontakt Lomnice nad Popelkou,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-21:00, Sa-Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
50.9324963,15.2194727,Kontakt Nové Město,"Kontakt - služby motoristům, spol. s r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.4708251,15.3413347,Kontakt Podůlší u Jičína,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-21:00, Sa-Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
50.6611991,15.0022954,Kontakt Český Dub,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 05:30-20:00, Sa-Su 07:00-19:00",,,,,,,,https://www.mbenzin.cz/
50.7735499,15.0461781,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.7602246,15.0902894,"KM-Prona, Liberec-Kunratická","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.8519682,14.8616356,EuroOil Hrádek nad Nisou,"Čepro, a.s.",Mar-Oct 05:00-22:00;Nov-Feb 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.7095047,15.1759802,"EuroOil Jablonec nad Nisou, Vrkoslavice","Čepro, a.s.",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.7197674,15.1623603,Shell,"Shell Czech Republic, a.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.6285595,16.2314758,,,,,,,,,,,https://www.mbenzin.cz/
50.7624949,15.3201798,"MOL, Desná","MOL Česká republika, s.r.o.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.7888941,14.2884319,G.A.S. Petroleum,G.A.S. Petroleum Group,Mo-Su 05:30-22:00,,,,,,,,https://www.mbenzin.cz/
50.7675302,14.5406306,MOL Nový Bor,"MOL Česká republika, s.r.o.",Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.6819463,15.1560780,MOL Rychnov u Jablonce nad Nisou,"MOL Česká republika, s.r.o.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.7746751,16.9415840,Vena-Trade Mohelnice,"VENA-TRADE, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.4429323,15.8222625,"MOL, Dvůr Králové nad Labem","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1836364,12.5568766,MOL Habartov,"MOL Česká republika, s.r.o.",Mo-Fr 05:00-21:00; Sa-Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.4862383,14.1751296,MOL Hrdly,"MOL Česká republika, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.4032590,15.8895174,MOL,,,,,,,,,,https://www.mbenzin.cz/
50.2198834,12.1821908,MOL,"MOL Česká republika, s.r.o.",Apr-Sep 05:00-22:00; Oct-Mar 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.5285703,16.2544786,"MOL, Bystřice n. Pernštejnem","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4621100,13.4071457,"MOL, Chomutov Lipská","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0211299,15.7325155,MOL,"MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.7586190,13.4058656,MOL,MOL Česká republika,Mo-Su 05:30-22:00,,,,,,,,https://www.mbenzin.cz/
50.0613869,14.4710638,MOL,MOL Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
50.6227014,15.6291128,"MOL, Vrchlabí II.","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.5159378,14.9723125,Orlen,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.7009911,14.5432482,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0933480,12.8407270,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.3164991,12.7521106,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0572552,15.7606553,Kiwi Pardubice,,24/7,,,,,,,,https://www.mbenzin.cz/
50.0601105,15.7528851,EUROBIT,,,,,,,,,,https://www.mbenzin.cz/
49.7549440,13.3107001,"Benzina Plzeň, Křimice","Benzina, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.6434356,13.1675004,Benzina Stod,"Benzina, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7464031,13.4412711,Orlen,Orlen Unipetrol RPA,24/7,,,,,,,,https://www.mbenzin.cz/
49.1388944,13.2280124,Orlen,Orlen Unipetrol RPA,24/7,,,,,,,,https://www.mbenzin.cz/
50.1229118,14.4775330,"MOL,Střížkov, Liberecká, do centra","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.1805327,15.0269388,RoBiN OIL Nymburk,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
48.8058304,16.6256211,Shell,Shell Czech Republic,24/7,,,,,,,,https://www.mbenzin.cz/
48.8067738,16.6273748,Maroli,,24/7,,,,,,,,https://www.mbenzin.cz/
50.6162040,15.1118188,Čerpací stanice Paceřice,,,,,,,,,,https://www.mbenzin.cz/
49.9215290,18.0969541,Prim Dolní Benešov,PETRA s.r.o.,06:00-19:00,,,,,,,,https://www.mbenzin.cz/
48.8261879,16.9816574,,,,,,,,,,,https://www.mbenzin.cz/
50.3142881,14.6134772,Avia Byšice,,"06:00-21:00; Sa,Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
50.4955721,16.0720932,RoBiN OIL Rtyně,RoBiN OIL s.r.o.,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.3754350,16.6464507,LPG,Hunsgas,,,,,,,,,https://www.mbenzin.cz/
49.0588470,17.4660839,Orlen,Orlen Unipetrol RPA,24/7,,,,,,,,https://www.mbenzin.cz/
50.4064257,14.0378977,Transfera,,,,,,,,,,https://www.mbenzin.cz/
49.1115923,16.3771621,ČS Benzín,,"Mo-Fr 05:30-21:30; Sa,Su 06:00-21:00",,,,,,,,https://www.mbenzin.cz/
50.4720729,16.1794912,EuroOil Hronov,"Čepro, a.s.",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.2364343,17.6669265,"Benzina - Zlín, Jižní Svahy","Unipetrol RPA, s.r.o. – Benzina",05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.7269664,18.1946819,Orlen,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8989061,18.4338860,Prim Dolní Lutyně,PETRA s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.8957196,18.4413273,Orlen,,Mo-Fr 05:00-21:00; Sa-Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.8606019,18.5262537,,,,,,,,,,,https://www.mbenzin.cz/
49.8574729,18.5287441,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.1903759,16.6318935,"MOL, Brno - Olomoucká","MOL Česká republika, s.r.o.",05:00 - 22:00,,,,,,,,https://www.mbenzin.cz/
49.1458395,13.5455524,RoBiN OIL Kašperské Hory,RoBiN OIL s.r.o.,"PH,Mo-Su 05:00-23:00",,,,,,,,https://www.mbenzin.cz/
50.4815755,13.6202613,RoBiN OIL Čepirohy,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.4198913,14.6409868,LPG,,,,,,,,,,https://www.mbenzin.cz/
49.4238199,14.0357035,ČS Mirotice,,,,,,,,,,https://www.mbenzin.cz/
49.0974113,16.3709796,plus oil,,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.7442370,16.7687376,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.0545775,16.6649226,"ZEROGAS LITAVA, s.r.o.",,Mo-Fr 05:00-22:00; Sa-Su 7:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.1888135,16.0068792,Benzina - Třebechovice pod Orebem,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.9351840,16.7306099,Rudolf Hádlík s.r.o.,,,,,,,,,,https://www.mbenzin.cz/
48.9890752,16.6777079,BEST FUEL,,,,,,,,,,https://www.mbenzin.cz/
49.1844061,16.7016885,Eurobit Brno-Podolí,EUROBIT - čerpací stanice s.r.o.,,,,,,,,,https://www.mbenzin.cz/
48.9816247,14.5030451,Tomo tank,Tomo tank,,,,,,,,,https://www.mbenzin.cz/
48.9800994,14.4975907,,,,,,,,,,,https://www.mbenzin.cz/
48.9875804,14.4973751,Lašek,Lašek,"Mo-Fr 06:30-19:00 open ""s obsluhou"" || Mo-Su 00:00-24:00 open ""tankomat""",,,,,,,,https://www.mbenzin.cz/
49.0230197,16.2503174,,Lehký,,,,,,,,,https://www.mbenzin.cz/
50.5568811,13.6016519,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.9438039,15.7969213,Nikey,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2318650,14.4275502,AN,autoservis Novotný,"Mo-Su 06:00-21:00 || ""tankautomat""",,,,,,,,https://www.mbenzin.cz/
49.8430274,13.9039068,Medos,,,,,,,,,,https://www.mbenzin.cz/
50.3255305,15.7364056,EuroOil Cerekvice nad Bystřicí,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.0572515,14.5120849,RoBiN OIL Praha - Švehlova,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.7963438,16.6791321,,,,,,,,,,,https://www.mbenzin.cz/
49.8446052,18.3083871,AMI Trade,,,,,,,,,,https://www.mbenzin.cz/
50.6498688,13.3718806,Free1 GAS Brandov,TOP TANK s.r.o.,off,,,,,,,,https://www.mbenzin.cz/
50.3010677,15.1785731,,,,,,,,,,,https://www.mbenzin.cz/
48.9235537,17.1005057,M+P Word,,06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.6989946,14.5415608,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.8598357,15.6891602,Indikon,Indikon,24/7,,,,,,,,https://www.mbenzin.cz/
49.1832775,16.6736378,Tank Ono - ČS Brno-Hviezdoslavova,Tank ONO s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.4990855,18.7635219,OMV,,24/7,,,,,,,,https://www.mbenzin.cz/
50.0348850,16.5001922,Coop 24,Coop Konzum,24/7,,,,,,,,https://www.mbenzin.cz/
49.0890398,16.7475697,,,,,,,,,,,https://www.mbenzin.cz/
49.7600428,16.4774191,ČSAD,,,,,,,,,,https://www.mbenzin.cz/
49.9335079,17.9166793,,,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.1844597,16.6605189,Samoobslužná čerpací stanice,,Mo-Su 05:00-22:15,,,,,,,,https://www.mbenzin.cz/
50.0706198,14.5411719,Tank ONO - ČS Praha - Štěrboholy,Tank ONO s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.1639617,15.3911078,Avia Lovčice,,Mo-Fr 05:30-19:00; Sa 08:00-19:00; Su 09:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.3255426,17.5529717,"AUTOCORRECT, s.r.o.",,Mo-Su 08:00-17:00,,,,,,,,https://www.mbenzin.cz/
49.2749830,16.0139160,,,"Mo-Fr 06:00-19:00; Sa,Su 08:00-18:00",,,,,,,,https://www.mbenzin.cz/
49.1846743,16.4030805,Benzina - Rosice,"Unipetrol RPA, s.r.o. – Benzina",24/7,,,,,,,,https://www.mbenzin.cz/
50.1598149,15.4440302,"KM-Prona, Chlumec nad Cidlinou","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.9531829,14.5298956,Frost Logistics,,24/7,,,,,,,,https://www.mbenzin.cz/
49.8477897,18.2943647,OMV,,24/7,,,,,,,,https://www.mbenzin.cz/
48.8517558,17.1178345,Prim,Petra,Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.4623202,16.5773535,"Eurobit, Voděrady",EUROBIT - čerpací stanice s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.1833466,14.5915474,,,,,,,,,,,https://www.mbenzin.cz/
49.6756133,12.6008083,EuroWAG,"W.A.G. payment solutions, a.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.6007081,13.6225683,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.9745912,17.7929096,Gold Neplachovice,LUGO plus s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.0045024,14.5741802,"Prim Praha, Čestlice",PETRA s.r.o.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7462766,15.1013715,V-Gas,,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.6880971,14.5650689,SILMET Malonty,SILMET Příbram a.s.,06:00-18:00,,,,,,,,https://www.mbenzin.cz/
48.5872135,14.3222830,ArmEx Studánky,ARMEX Oil s.r.o.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.7082747,14.3949445,,,,,,,,,,,https://www.mbenzin.cz/
50.7089999,14.3942048,PRIM,,,,,,,,,,https://www.mbenzin.cz/
49.4822806,17.2836945,DZ OIL Dub nad Moravou,Euro Group Moravia s.r.o.,06:00-18:00,,,,,,,,https://www.mbenzin.cz/
49.9667881,16.4011609,coop 24 Ústí nad Orlicí,"KONZUM, obchodní družstvo",24/7,,,,,,,,https://www.mbenzin.cz/
49.0403875,16.9565336,Zerogas,,Mo-Fr 05:00-21:00; Sa-Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.0350185,14.3603270,,,,,,,,,,,https://www.mbenzin.cz/
49.8350233,18.2512256,,,,,,,,,,,https://www.mbenzin.cz/
49.7545709,18.2473328,"Eurobit, Ostrava - Nová Bělá",EUROBIT - čerpací stanice s.r.o.,,,,,,,,,https://www.mbenzin.cz/
49.9703693,14.5383665,Avia Jesenice,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6720871,18.4262881,EUROBIT,,,,,,,,,,https://www.mbenzin.cz/
50.0345359,15.7510171,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.7899377,18.4408050,Globus,"Globus ČR, v.o.s.",24/7,,,,,,,,https://www.mbenzin.cz/
50.1630139,12.3183085,ONO,Tank ONO s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.2615055,17.4953478,Prim Tlumačov,PETRA s.r.o.,06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.8013060,18.4695769,LPG,Primagas,Mo-Su 08:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.4569102,13.7826125,Benzina Lnáře,"Unipetrol RPA, s.r.o. – Benzina",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.3893048,16.8022308,"VENA - TRADE, s.r.o.",,"Mo-Fr 06:00-19:00; Sa,Su 07:00-17:00",,,,,,,,https://www.mbenzin.cz/
50.1849177,12.6942385,Orlen,Orlen Unipetrol RPA,24/7,,,,,,,,https://www.mbenzin.cz/
50.1557153,14.3161725,Orlen Velké Přílepy,,24/7,,,,,,,,https://www.mbenzin.cz/
50.2600398,14.5732485,MOL Tišice,"MOL Česká republika, s.r.o.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.1373182,15.6975711,Benzina - Osice PS,"Unipetrol RPA, s.r.o. – Benzina",24/7,,,,,,,,https://www.mbenzin.cz/
49.0678217,17.9821135,čerpací stanice,Javorník CZ,,,,,,,,,https://www.mbenzin.cz/
49.2294316,17.6602167,Prim,,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4969798,13.0296377,Free1 GAS Vejprty,TOP TANK s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.0706480,14.1940385,,,,,,,,,,,https://www.mbenzin.cz/
50.1116065,14.2176860,Cargosped Praha,,,,,,,,,,https://www.mbenzin.cz/
49.9496749,18.0678825,DAJPP,,,,,,,,,,https://www.mbenzin.cz/
