lat,lon,name,operator,opening_hours,,prixDiesel,prixDieselExcellium,prixEssence95,prixEssence98,prixLPG,derniereModification,url
49.8076867,18.2710027,"MOL, Ostrava - Rudná I.","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.2144434,17.5865471,Jiří Matouš - MAT Servis,,Mo-Fr 7:00-17:00;Sa-Su 9:00-17:00,,,,,,,,https://www.mbenzin.cz/
49.9562971,15.7992947,Mercia,Mercia s.r.o.,,,,,,,,,https://www.mbenzin.cz/
50.0863391,15.6653542,EuroOil Lázně Bohdaneč,"Čepro, a.s.",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.0353588,15.5740100,MOL Přelouč,"MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.5204580,14.0729152,,,,,,,,,,,https://www.mbenzin.cz/
50.1877905,15.8322523,"MOL, Hradec Králové - Hradecká","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.4494050,16.5462513,Silmet Lysice,SILMET Příbram a.s.,,,,,,,,,https://www.mbenzin.cz/
49.6132201,16.6847343,Avia Velké Opatovice,Pento,,,,,,,,,https://www.mbenzin.cz/
50.1140751,17.3926400,Oil Team Vrbno p. Pradědem,oil TEAM a.s.,Mo-Fr 05:00-19:00; Sa-Su 07:00-19:00,,,,,,,,https://www.mbenzin.cz/
48.9739045,17.2479740,Orlen,Orlen,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.7440827,15.1562786,MOL Jablonec nad Nisou,"MOL Česká republika, s.r.o.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1290596,14.5442869,OMV,"OMV Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
48.7674257,16.9864484,Em Al,,,,,,,,,,https://www.mbenzin.cz/
49.1727227,13.8925782,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.1725700,13.8933025,,,,,,,,,,,https://www.mbenzin.cz/
50.0716013,14.7729793,Trilobit,Trilobit Real,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.0712607,14.7741732,LPG,Trilobit Real,,,,,,,,,https://www.mbenzin.cz/
49.2723022,13.8394148,Benzina - Katovice,"Unipetrol RPA, s.r.o. – Benzina",05:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.3200719,14.9395731,"KM-Prona, Luštěnice","KM - PRONA, a.s.",08:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.2523042,13.9132188,Benzina Volyňská,"BENZINA, s.r.o.",5:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.0848930,12.4021223,EuroWAG,,24/7,,,,,,,,https://www.mbenzin.cz/
50.3616146,14.9630968,AGP Dobrovice,AGROPODNIK DOMAŽLICE a. s.,Mo-Fr 05:00-20:00; Sa-Su 07:00-17:00,,,,,,,,https://www.mbenzin.cz/
49.9664850,14.6683509,Avia Světice,,,,,,,,,,https://www.mbenzin.cz/
49.4858876,14.5282119,,,,,,,,,,,https://www.mbenzin.cz/
50.8968474,15.1443363,EuroOil Raspenava,"Čepro, a.s.",Mo-Su 05:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.9422022,16.9318174,Vena-Trade,,Mo-Fr 05:00-20:00; Sa 06:00-20:00; Su 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.1063940,14.5448031,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
50.5952442,15.0757431,MT Oil,"MT Oil, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
49.8475624,15.8085994,"Eurobit, Nasavrky",EUROBIT - čerpací stanice s.r.o.,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.6186138,18.7344429,Prim Hrádek,PETRA s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.8763487,16.8854402,Orlen,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0817007,16.7613043,Benzina - Králíky,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8713868,16.8903024,MOL,,24/7,,,,,,,,https://www.mbenzin.cz/
50.1727719,14.4841701,"Eurobit, Bořanovice",EUROBIT - čerpací stanice s.r.o.,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.2007138,14.5461490,Herst,,,,,,,,,,https://www.mbenzin.cz/
49.9064323,16.6000625,Agrochem Lanškroun,AGROCHEM a.s.,Mo-Fr 05:30-21:00; Sa 07:00-19:00; Su 08:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.9200481,16.6223681,Avia Lanškroun,DOTA,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.0370926,17.5562108,"První Autosprint s.r.o., Veletiny",,,,,,,,,,https://www.mbenzin.cz/
49.0176470,14.7553528,MOL,MOL Česká republika,Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.1968759,14.7163293,EuroOil Veselí nad Lužnicí,"Čepro, a.s.",Mo-Su 06:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.4179945,12.7145244,Free1 GAS Lísková 2,TOP TANK s.r.o.,off,,,,,,,,https://www.mbenzin.cz/
49.9326411,14.1868705,MOL,"MOL Česká republika, s.r.o.",Mo-Fr 06:00-20:00; Sa-Su 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.7648330,18.2726728,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.6254893,16.3468502,EuroOil,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.6063857,13.8737747,MOL,"MOL Česká republika, s.r.o.",Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5561946,17.7281624,"MOL, Hranice na Moravě","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.0123581,14.5941279,,"Čepro, a.s.",Mar-Oct 06:00-22:00;Nov-Feb 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.4664136,17.9832248,Vena-Trade Valašské Meziříčí,"VENA-TRADE, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
49.8703330,16.8926556,,,,,,,,,,,https://www.mbenzin.cz/
50.5878039,15.1480727,RoBiN OIL Turnov,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.4249544,14.9031131,"Kontakt, Mladá Boleslav","Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-20:00; Su,Sa 06:30-20:00",,,,,,,,https://www.mbenzin.cz/
48.8968818,14.8810827,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.5768362,15.8950231,MOL,"MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0244078,14.0987746,,,,,,,,,,,https://www.mbenzin.cz/
49.4172695,17.9564394,"Limitoo, Bystřička 2",Limitoo s.r.o.,"Mo-Fr 05:00-20:00; Sa,Su 06:00-20:00",,,,,,,,https://www.mbenzin.cz/
49.3420173,16.4179368,Benzina,,24/7,,,,,,,,https://www.mbenzin.cz/
50.9931938,14.3276170,RoBiN OIL Vilémov,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.7255454,15.2337255,Acter Smržovka,ACTER s.r.o.,"Mo-Fr 06:00-20:00; Sa,Su 08:00-20:00",,,,,,,,https://www.mbenzin.cz/
50.4845714,14.0247148,Autodoprava Řehák,Autodoprava Řehák s.r.o.,"Mo-Fr 07:00-19:00; Sa,Su 08:00-16:00",,,,,,,,https://www.mbenzin.cz/
50.5304730,15.7434798,"KM-Prona, Hostinné","KM - PRONA, a.s.",05:30-22:00,,,,,,,,https://www.mbenzin.cz/
50.3842052,13.7873554,"Majority Petrol, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.3076764,14.0934815,,,,,,,,,,,https://www.mbenzin.cz/
49.0502848,17.4659878,MOL,MOL Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
49.0156455,14.4925569,Makro - čerpací stanice,,"Mo-Sa 6:00-22:00, Su 7:00 - 22:00",,,,,,,,https://www.mbenzin.cz/
49.0071343,17.1307274,EuroOil,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.9972151,16.2279809,,Agro Choceň a.s.,,,,,,,,,https://www.mbenzin.cz/
49.9520500,14.0474370,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
49.9530951,14.0489374,Orlen,,Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
48.6539939,14.3698896,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
49.7840852,17.1230027,Vena-Trade Uničov,"VENA-TRADE, s.r.o.","Mo-Fr 06:00-20:00; Sa,Su 07:00-20:00",,,,,,,,https://www.mbenzin.cz/
49.7504890,13.4041597,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-24:00,,,,,,,,https://www.mbenzin.cz/
49.7466514,13.4281076,Tomegas,,,,,,,,,,https://www.mbenzin.cz/
48.9306197,15.8561163,,,,,,,,,,,https://www.mbenzin.cz/
50.2233938,14.8776146,MOL Milovice,"MOL Česká republika, s.r.o.",06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.2007739,14.5116037,Zerogas,,"Mo-Fr 06:00-20:00; Sa, Su 07:00-20:00",,,,,,,,https://www.mbenzin.cz/
50.7358697,15.1598278,MOL Jablonec n. Nisou - Želivského,"MOL Česká republika, s.r.o.",06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.0500334,17.4652453,EuroOil,,,,,,,,,,https://www.mbenzin.cz/
50.3097224,14.3128307,Orlen,,,,,,,,,,https://www.mbenzin.cz/
50.0318680,14.4249346,"EuroOil Praha 4, Vrbova","Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1775229,14.6719824,Karoil,,,,,,,,,,https://www.mbenzin.cz/
50.1434195,14.1127971,"MOL, Kladno - Kročehlavská","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.2231596,16.5372722,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
50.2706726,13.9900288,"ČEPRO, a.s.",,,,,,,,,,https://www.mbenzin.cz/
50.1090207,14.5430129,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
48.8846194,13.7041657,Travel Oil,,,,,,,,,,https://www.mbenzin.cz/
50.7753879,15.0618021,EuroOil Liberec,"Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.2634973,13.8895881,Benzina Katovická,,5:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.2694987,13.9217967,čerpací stanice LPG,"AUTOGAS - CENTRUM, spol. s r.o.",,,,,,,,,https://www.mbenzin.cz/
49.4517283,17.9755751,,,,,,,,,,,https://www.mbenzin.cz/
49.0873374,17.8578529,EuroOil Slavičín,"Čepro, a.s.",Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.5648284,15.9229727,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2536404,13.9135991,ZZN,,,,,,,,,,https://www.mbenzin.cz/
48.9018134,13.7196841,MOL,"MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.1530894,16.8871081,EuroOil,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.0432657,14.4700067,,,,,,,,,,,https://www.mbenzin.cz/
50.0721890,14.5247860,,,,,,,,,,,https://www.mbenzin.cz/
49.3704187,14.3731159,,,,,,,,,,,https://www.mbenzin.cz/
48.9126363,13.7639374,ONO,Tank ONO s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.8878956,15.4749028,EuroOil,,Mo-Fr 06:00-18:00; Sa-Su 07:00-17:00,,,,,,,,https://www.mbenzin.cz/
50.2916904,14.0935050,"MOL, Zlonice","MOL Česká republika, s.r.o.",Mo-Su 06:30-19:00,,,,,,,,https://www.mbenzin.cz/
50.2272271,14.0985005,"MOL, Slaný Pražská","MOL Česká republika, s.r.o.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.2280721,14.0889081,MOL,MOL Česká republika,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1675565,14.2019030,AV Tank,,,,,,,,,,https://www.mbenzin.cz/
49.9274107,14.2708211,Plyn Bouda,,24/7,,,,,,,,https://www.mbenzin.cz/
49.9265602,14.2691087,ORLEN,,Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.9353475,14.2831936,Avia,AVIA Česká republika,Mo-Fr 07:00-20:00; Sa-Su 08:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.6590470,14.0556563,"MOL, Ústí nad Labem, Děčínská","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.4753435,17.1310505,"Benzina - Přerov, Vrahovická","Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.9532326,15.7824875,"Eurobit, Chrudim 2",EUROBIT - čerpací stanice s.r.o.,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.4727793,17.0634771,EuroOil Prostějov,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.4624620,17.1404240,MOL Prostějov,"MOL Česká republika, s.r.o.",05:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.9258564,15.4591000,"KM-Prona, Vrdy - Dolní Bučice","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.9130096,15.4006799,Čerpací stanice BENZ,,,,,,,,,,https://www.mbenzin.cz/
49.9013107,15.4032228,Orlen,,Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.2186420,16.4126161,67,,,,,,,,,,https://www.mbenzin.cz/
49.1878767,16.6228929,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.7769272,13.3544575,Prim Plzeň,PETRA s.r.o.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.4371704,17.2834358,EuroOil Tovačov,"Čepro, a.s.",Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.4667800,16.1297252,,,,,,,,,,,https://www.mbenzin.cz/
49.9540922,16.1425357,,,,,,,,,,,https://www.mbenzin.cz/
49.3242530,17.1745555,Vena-Trade Nezamyslice,"VENA-TRADE, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.2219756,15.7883949,,,,,,,,,,,https://www.mbenzin.cz/
50.9181680,14.6064036,Koloc Oil,KOLOC oil,,,,,,,,,https://www.mbenzin.cz/
49.3931943,13.4644677,G.A.S. Petroleum,G.A.S. Petroleum Group,Mo-Su 05:30-22:00,,,,,,,,https://www.mbenzin.cz/
50.1815342,13.7994035,MOL,"MOL Česká republika, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.0612902,14.6666997,,Warman s.r.o.,06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.2432116,16.6615574,Fors CS,,"Mo-Fr 06:00-22:00, Sa-Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
49.7846283,18.2216786,MOL,"MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8010569,18.2340150,ArmEx Ostrava,ARMEX Oil s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.4739041,17.1243157,Prim,PETRA s.r.o.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8310835,18.3929923,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.6201654,15.5986836,Benzina Vrchlabí,"Unipetrol RPA, s.r.o. – Benzina",24/7,,,,,,,,https://www.mbenzin.cz/
50.6112440,13.7381896,PASOIL,,,,,,,,,,https://www.mbenzin.cz/
50.6110044,13.7507809,EuroOil Duchcov,"Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.2088511,14.0848608,"Shell Czech Republic, a.s.",,,,,,,,,,https://www.mbenzin.cz/
49.9749037,14.1007799,"EuroOil Beroun, U Veterinárky","Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7119681,17.8922162,Orlen,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.8516264,17.1211155,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
50.4327384,14.9255937,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
48.7965617,16.9631069,Eurobit,EUROBIT - čerpací stanice s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.3431223,14.9198562,Pavel Langr - čerpací stanice,,Mo-Sa 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.8648196,18.5492740,"Baltic Oil, Karviná - Hranice",BALTIC OIL s.r.o.,"Mo-Fr 05:00-21:00; Sa,Su 06:00-21:00",,,,,,,,https://www.mbenzin.cz/
51.0026778,14.4641271,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.3153517,14.1635807,OMV,OMV,24/7,,,,,,,,https://www.mbenzin.cz/
49.3153945,14.1642094,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
50.0689683,14.7307893,ORLEN Benzina Úvaly,,24/7,,,,,,,,https://www.mbenzin.cz/
49.5433930,18.2649269,TRASO OIL s.r.o.,,,,,,,,,,https://www.mbenzin.cz/
49.4665608,14.9928377,,,,,,,,,,,https://www.mbenzin.cz/
49.8352526,18.3011578,Shell,,,,,,,,,,https://www.mbenzin.cz/
49.5713429,18.7705196,,,,,,,,,,,https://www.mbenzin.cz/
49.1984823,13.5069816,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
50.4006454,14.9038419,EuroOil Mladá Boleslav,"Čepro, a.s.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4332483,15.4377203,D4Oil,,,,,,,,,,https://www.mbenzin.cz/
50.6845639,13.9937722,"EuroOil Ústí nad Labem, Všebořice","Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.6759165,14.1099632,RoBiN OIL Neštěmice,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
50.5728263,15.1729643,Orlen Turnov,,05:00-24:00,,,,,,,,https://www.mbenzin.cz/
50.5127486,15.5559467,,Karel Rulf,,,,,,,,,https://www.mbenzin.cz/
48.9886701,14.4784669,Orlen,,,,,,,,,,https://www.mbenzin.cz/
50.1933691,15.8109693,Shell,,,,,,,,,,https://www.mbenzin.cz/
50.1315718,16.1185526,"Eurobit, Lípa nad Orlicí",EUROBIT - čerpací stanice s.r.o.,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1092435,15.9384827,MOL,,,,,,,,,,https://www.mbenzin.cz/
50.0593767,14.3162619,,,,,,,,,,,https://www.mbenzin.cz/
49.2437440,17.4690853,,,,,,,,,,,https://www.mbenzin.cz/
50.4266920,15.8156141,Orlen,,Mo-Su 00:00-24:00,,,,,,,,https://www.mbenzin.cz/
50.4827098,15.5047061,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.4833181,15.5057985,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.3605801,16.1481463,Benzina - Nové Město Nad Metují,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.8948215,17.5089964,Benzínka ČSAD,,,,,,,,,,https://www.mbenzin.cz/
49.9433607,16.1644176,EuroOil Vysoké Mýto,"Čepro, a.s.",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.2843184,16.0521822,,,,,,,,,,,https://www.mbenzin.cz/
50.3058385,16.0343614,,,,,,,,,,,https://www.mbenzin.cz/
50.0266512,14.3650863,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
49.9288880,16.4354809,OMV,"OMV Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.1682312,16.6883913,RoBiN OIL Brno - Slatina,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.6273861,17.1671964,"MOL, Olomouc - D35","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.0623638,14.4532533,,,,,,,,,,,https://www.mbenzin.cz/
50.0214091,14.4044104,Orlen - Modřany,,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
50.1581369,13.8962611,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.1263426,16.6797675,,,,,,,,,,,https://www.mbenzin.cz/
49.7664559,13.3741709,OMV,OMV Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
49.4512596,14.3771736,,,Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.5923975,18.0136560,Shell,Shell Czech Republic,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8661826,18.4227968,,PRIM,,,,,,,,,https://www.mbenzin.cz/
49.1181060,16.3470685,as,,,,,,,,,,https://www.mbenzin.cz/
49.5793935,17.2784288,Avia Olomouc,ALBEVA MORAVA s.r.o.,"Mo-Fr 04:30-22:30; Sa,Su 05:30-21:30",,,,,,,,https://www.mbenzin.cz/
49.5896625,17.2931168,"MOL, Olomouc - Lipenská","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.9177674,16.6219223,Prim Lanškroun,PETRA s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.9420050,15.5444481,,,,,,,,,,,https://www.mbenzin.cz/
50.1569277,13.9689915,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
49.9053948,15.9227268,Benzina - Chrast U Chrudimě,"Unipetrol RPA, s.r.o. – Benzina",05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.9137883,15.8718454,,,,,,,,,,,https://www.mbenzin.cz/
50.6217705,13.6003796,RoBiN OIL Meziboří,RoBiN OIL s.r.o.,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.0030280,17.1157144,Čerpací stanice Šebesta,Šebesta s.r.o,Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.9472247,15.2550990,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.6029945,18.2558632,,,,,,,,,,,https://www.mbenzin.cz/
48.8909332,17.3060874,Čerpací stanice Žerotín a.s.,Žerotín a.s.,,,,,,,,,https://www.mbenzin.cz/
50.0874375,15.9735891,LPG camp Hluboký,,,,,,,,,,https://www.mbenzin.cz/
50.7653879,15.0414866,Kontakt Liberec Františkov,"Kontakt - služby motoristům, spol. s r.o.",Mo-Fr 05:00-23:00; Sa-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8639430,18.3873640,Čerpací stanice,,,,,,,,,,https://www.mbenzin.cz/
49.8406637,18.4315450,OMV,,24/7,,,,,,,,https://www.mbenzin.cz/
50.0371846,13.8775093,,,24/7,,,,,,,,https://www.mbenzin.cz/
49.5837233,18.1313554,Foto Morava,,,,,,,,,,https://www.mbenzin.cz/
49.5130051,16.2468291,Sagras benzínka,,,,,,,,,,https://www.mbenzin.cz/
49.8239605,13.7828581,Koloc oil Kařez,KOLOC oil,24/7,,,,,,,,https://www.mbenzin.cz/
49.9240790,16.1864244,Tank Ono – ČS Vysoké Mýto,Tank ONO s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.7896986,12.6513206,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
48.9751954,17.3008879,MOL,MOL Česká republika,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.6775471,14.0381563,"MOL, Ústí nad Labem Stříbrnická - areál Hypernovy","MOL Česká republika, s.r.o.",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5630867,13.9477498,Benzina - Březnice,"Unipetrol RPA, s.r.o. – Benzina",06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.7978931,18.2393423,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.6753764,13.9807605,VS Petrol,,,,,,,,,,https://www.mbenzin.cz/
49.6941102,13.6541395,MOL Mirošov,"MOL Česká republika, s.r.o.",Mo-Fr 06:00-19:00;Sa-Su 07:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.8292415,16.2560351,,,,,,,,,,,https://www.mbenzin.cz/
49.6357487,17.6457020,Pumpa Potštát,,,,,,,,,,https://www.mbenzin.cz/
50.0934261,13.7263343,Benzina,"Unipetrol RPA, s.r.o. – Benzina",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.4269612,17.4555400,,Petroil CZ s.r.o.,,,,,,,,,https://www.mbenzin.cz/
49.4405162,17.4541316,Ekona,,,,,,,,,,https://www.mbenzin.cz/
49.7752624,18.2706713,Makro,MAKRO Cash & Carry ČR s.r.o.,Mo-Sa 06:00-21:00; Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.5712288,18.7591211,EuroOil Jablunkov,"Čepro, a.s.",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.5823338,18.7675501,MP Oil,,Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su 07:00-11:00,,,,,,,,https://www.mbenzin.cz/
50.7471136,15.0349586,ASB Liberec,,Mo-Sa 05:00-22:00; Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.2304428,14.8808198,Benzina Milovice,"Unipetrol RPA, s.r.o. – Benzina",24/7,,,,,,,,https://www.mbenzin.cz/
49.6845900,17.2740128,,,,,,,,,,,https://www.mbenzin.cz/
49.7010174,14.0009972,"BOROO, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.2920259,14.4860045,Silmet Bechyně,SILMET Příbram a.s.,Mo-Fr 06:00-20:00; Sa 07:00-19:00; Su 08:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.3017288,14.4746673,Fato,,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.3051275,14.4770114,Oktan Bechyně,"OKTANnew cz, s.r.o.",Mo-Fr 06:00-20:00; Sa 07:00-20:00; Su 08:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.0072053,14.5675718,TAM Autohof,"T a M trans spedition, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.7538132,16.4775521,,,,,,,,,,,https://www.mbenzin.cz/
49.3183552,17.0384686,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
50.0932622,12.3710071,RoBiN OIL Cheb,RoBiN OIL s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
